model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 2 Series,2015,Semi-Auto,47555,Diesel,30,65.7,2,13000
 5 Series,2016,Semi-Auto,45850,Diesel,20,68.9,2,13995
 2 Series,2017,Manual,20663,Petrol,30,55.4,1.5,15450
 2 Series,2020,Semi-Auto,10,Petrol,145,40.9,1.5,28950
 3 Series,2020,Semi-Auto,10,Diesel,145,48.7,2,39950
 X3,2019,Semi-Auto,5425,Diesel,145,36.7,3,41450
 1 Series,2019,Semi-Auto,3000,Petrol,145,40.4,1.5,23500
 X3,2019,Semi-Auto,642,Diesel,145,54.3,2,35564
 3 Series,2018,Semi-Auto,16735,Diesel,145,51.4,3,25450
 X1,2014,Semi-Auto,52900,Diesel,160,52.3,2,10950
 Z4,2019,Automatic,3644,Petrol,145,38.7,2,31488
 1 Series,2019,Automatic,11747,Diesel,145,72.4,1.5,16888
 5 Series,2019,Automatic,10,Hybrid,135,156.9,2,39995
 4 Series,2019,Automatic,10,Diesel,145,60.1,2,33995
 4 Series,2019,Automatic,10,Petrol,145,48.7,2,32995
 4 Series,2019,Automatic,10,Diesel,145,60.1,2,39995
 2 Series,2019,Manual,10,Petrol,145,42.8,1.5,22995
 2 Series,2019,Manual,10,Petrol,145,52.3,1.5,26972
 X5,2019,Semi-Auto,13015,Diesel,145,37.7,3,46490
 3 Series,2019,Manual,1841,Diesel,145,54.3,2,27495
 4 Series,2019,Automatic,10,Petrol,145,48.7,2,34995
 4 Series,2019,Automatic,10,Diesel,145,50.4,3,39995
 1 Series,2019,Automatic,8503,Diesel,145,72.4,1.5,16888
 X1,2017,Manual,19980,Diesel,20,68.9,2,16995
 1 Series,2016,Semi-Auto,24075,Petrol,235,37.7,3,18995
 1 Series,2017,Semi-Auto,42430,Diesel,145,70.6,2,13995
 X3,2019,Semi-Auto,5527,Diesel,145,48.7,3,36990
 3 Series,2014,Semi-Auto,67319,Diesel,30,62.8,2,13995
 X3,2019,Semi-Auto,5104,Diesel,145,54.3,2,36990
 X2,2019,Semi-Auto,8592,Diesel,145,58.9,2,27990
 3 Series,2019,Automatic,999,Petrol,145,34.9,3,39995
 X1,2020,Manual,18,Petrol,145,51.4,1.5,21999
 1 Series,2019,Semi-Auto,4694,Diesel,150,57.7,1.5,23295
 X5,2016,Automatic,46085,Diesel,200,47.1,3,28995
 8 Series,2020,Semi-Auto,11,Petrol,145,31.7,3,62995
 3 Series,2013,Manual,37333,Diesel,150,55.4,2,12995
 i3,2017,Automatic,33021,Hybrid,0,470.8,0,18995
 1 Series,2016,Semi-Auto,41397,Diesel,30,65.7,2,13995
 M2,2020,Semi-Auto,15,Petrol,150,29.1,3,42999
 3 Series,2017,Semi-Auto,20400,Hybrid,140,134.5,2,20995
 4 Series,2018,Semi-Auto,14972,Petrol,150,45.6,2,20995
 4 Series,2019,Automatic,5627,Petrol,145,45.6,2,25488
 M4,2019,Automatic,999,Petrol,145,34,3,47995
 3 Series,2019,Automatic,5873,Diesel,145,50.4,2,34995
 4 Series,2019,Automatic,999,Diesel,145,53.3,3,29995
 M2,2019,Automatic,999,Petrol,145,29.1,3,46995
 1 Series,2019,Automatic,999,Diesel,145,51.4,2,27888
 4 Series,2019,Automatic,10638,Petrol,145,39.2,3,30450
 X5,2019,Automatic,12082,Diesel,145,37.7,3,44888
 3 Series,2019,Semi-Auto,7974,Hybrid,135,8.8,2,33995
 3 Series,2016,Semi-Auto,29125,Diesel,150,56.5,3,19495
 3 Series,2019,Automatic,999,Petrol,145,42.2,2,31995
 X3,2017,Semi-Auto,60000,Diesel,150,54.3,2,18995
 1 Series,2017,Manual,26574,Petrol,150,46.3,2,19995
 3 Series,2015,Semi-Auto,67000,Diesel,200,49.6,3,16995
 1 Series,2017,Semi-Auto,13783,Petrol,150,39.8,3,23000
 4 Series,2019,Automatic,999,Petrol,145,45.6,2,34590
 1 Series,2019,Manual,999,Diesel,145,72.4,1.5,19888
 3 Series,2016,Automatic,17749,Diesel,145,56.5,3,18888
 1 Series,2017,Manual,15992,Diesel,30,65.7,2,15995
 5 Series,2020,Semi-Auto,2712,Hybrid,145,55.4,2,40995
 2 Series,2019,Manual,999,Petrol,145,42.2,1.5,22995
 X1,2019,Automatic,999,Petrol,145,35.3,2,27995
 3 Series,2019,Manual,999,Diesel,145,54.3,2,30888
 5 Series,2019,Automatic,999,Diesel,145,65.7,2,30995
 3 Series,2019,Automatic,999,Diesel,145,50.4,2,33888
 4 Series,2019,Automatic,5806,Diesel,145,51.4,3,39891
 1 Series,2019,Manual,3250,Petrol,145,41.5,1.5,26991
 X6,2019,Semi-Auto,3371,Diesel,145,34.9,3,58990
 5 Series,2019,Semi-Auto,13384,Diesel,145,60.1,3,31780
 3 Series,2019,Semi-Auto,3465,Diesel,150,52.3,2,30761
 Z4,2014,Manual,31074,Petrol,205,41.5,2,3076
 2 Series,2019,Automatic,10500,Diesel,145,51.4,2,19350
 X3,2018,Semi-Auto,9406,Diesel,145,54.3,2,29222
 3 Series,2019,Semi-Auto,8853,Diesel,145,52.3,2,29754
 X5,2019,Semi-Auto,7275,Diesel,145,37.7,3,47990
 1 Series,2017,Automatic,25500,Petrol,145,39.8,3,21712
 2 Series,2019,Semi-Auto,8039,Petrol,145,47.9,2,23113
 1 Series,2017,Manual,20112,Petrol,150,53.3,1.5,13831
 1 Series,2017,Semi-Auto,32000,Petrol,200,39.8,3,20081
 1 Series,2017,Manual,16366,Diesel,150,65.7,2,14995
 3 Series,2019,Semi-Auto,18000,Diesel,145,62.8,2,21995
 3 Series,2020,Semi-Auto,11,Diesel,145,49.6,2,34995
 3 Series,2020,Semi-Auto,11,Petrol,145,34.9,3,38555
 X3,2019,Semi-Auto,6156,Diesel,145,48.7,3,35495
 3 Series,2020,Semi-Auto,9,Petrol,145,33.6,3,41555
 X5,2019,Semi-Auto,9820,Diesel,145,37.7,3,46982
 2 Series,2020,Semi-Auto,485,Petrol,145,36.2,2,36771
 4 Series,2014,Semi-Auto,49460,Petrol,165,44.1,2,14941
 3 Series,2014,Semi-Auto,41000,Diesel,30,62.8,2,12331
 X1,2019,Automatic,1768,Diesel,145,65.7,2,25680
 Z4,2019,Automatic,2200,Petrol,145,37.2,2,31600
 X1,2017,Semi-Auto,20932,Diesel,30,65.7,2,17861
 2 Series,2018,Semi-Auto,16132,Diesel,150,64.2,2,16932
 X3,2019,Semi-Auto,10032,Diesel,145,54.3,2,34454
 1 Series,2019,Semi-Auto,6000,Petrol,150,34.5,2,31791
 2 Series,2018,Semi-Auto,5190,Petrol,150,32.5,3,24461
 X2,2019,Semi-Auto,7197,Petrol,150,34,2,36981
 5 Series,2019,Semi-Auto,6251,Petrol,145,50.4,2,28370
 3 Series,2019,Automatic,4700,Diesel,145,52.3,2,32050
 1 Series,2019,Automatic,5345,Petrol,145,34.5,2,30900
 3 Series,2019,Automatic,4830,Diesel,145,43.5,3,41490
 X3,2019,Semi-Auto,4620,Petrol,145,24.8,3,56322
 M4,2019,Automatic,837,Petrol,145,34,3,49010
 X5,2020,Semi-Auto,123,Diesel,145,37.7,3,62991
 3 Series,2020,Semi-Auto,132,Diesel,145,52.3,2,38991
 X1,2020,Semi-Auto,800,Diesel,145,60.1,2,36991
 6 Series,2020,Semi-Auto,123,Diesel,145,42.2,2,44991
 3 Series,2015,Automatic,33330,Diesel,125,60.1,2,13960
 X3,2017,Automatic,49100,Diesel,145,54.3,2,19950
 1 Series,2017,Manual,9617,Petrol,150,53.3,1.5,13720
 X2,2020,Semi-Auto,700,Petrol,145,34,2,39991
 6 Series,2017,Semi-Auto,3546,Diesel,145,48.7,3,32023
 5 Series,2018,Semi-Auto,9270,Petrol,145,39.2,3,36162
 X1,2019,Automatic,3197,Diesel,145,65.7,2,26020
 4 Series,2019,Semi-Auto,5732,Diesel,145,60.1,2,29920
 4 Series,2019,Semi-Auto,7383,Petrol,145,48.7,2,27970
 1 Series,2015,Automatic,27054,Diesel,20,72.4,1.5,11295
 X5,2017,Automatic,10914,Diesel,145,42.8,3,40162
 X1,2018,Semi-Auto,14100,Diesel,145,60.1,2,22512
 Z4,2020,Semi-Auto,202,Petrol,145,37.2,2,39991
 8 Series,2020,Semi-Auto,419,Petrol,145,33.2,3,69991
 8 Series,2020,Semi-Auto,123,Petrol,145,33.2,3,66991
 X2,2019,Manual,8100,Diesel,145,53.3,2,23633
 2 Series,2019,Semi-Auto,1105,Diesel,145,52.3,2,23872
 2 Series,2019,Manual,10,Petrol,145,52.3,1.5,23242
 2 Series,2019,Semi-Auto,8020,Diesel,145,65.7,2,22753
 2 Series,2019,Semi-Auto,123,Diesel,145,49.6,2,23722
 3 Series,2019,Semi-Auto,1020,Diesel,145,52.3,2,29822
 1 Series,2019,Semi-Auto,3743,Petrol,145,34.5,2,29450
 1 Series,2019,Semi-Auto,5500,Petrol,145,54.3,1.5,20172
 3 Series,2013,Semi-Auto,27604,Petrol,200,43.5,2,14671
 M5,2018,Automatic,5856,Petrol,145,26.9,4.4,61792
 2 Series,2017,Semi-Auto,14440,Diesel,145,64.2,2,18490
 X3,2019,Semi-Auto,4953,Petrol,145,30.4,2,32950
 3 Series,2016,Semi-Auto,42328,Diesel,30,62.8,2,15290
 X3,2016,Manual,60813,Diesel,160,52.3,2,15495
 X1,2016,Automatic,43475,Diesel,125,57.6,2,17450
 X1,2017,Semi-Auto,26249,Petrol,160,44.8,2,18995
 1 Series,2018,Manual,7950,Petrol,145,37.7,1.5,15495
 4 Series,2017,Semi-Auto,21888,Diesel,145,55.4,3,19995
 X1,2017,Semi-Auto,23397,Diesel,125,57.6,2,19495
 X1,2016,Semi-Auto,17604,Diesel,125,60.1,2,18995
 2 Series,2016,Semi-Auto,56010,Diesel,125,57.6,2,14995
 3 Series,2019,Semi-Auto,12245,Petrol,145,47.9,2,21991
 5 Series,2018,Semi-Auto,15255,Hybrid,135,156.9,2,25995
 1 Series,2017,Manual,12616,Diesel,30,65.7,2,14650
 X1,2017,Automatic,34240,Diesel,125,57.6,2,19540
 2 Series,2016,Semi-Auto,28280,Petrol,125,53.3,1.5,16110
 3 Series,2016,Manual,35210,Diesel,30,64.2,2,14504
 3 Series,2016,Manual,22030,Petrol,150,49.6,1.5,13987
 1 Series,2016,Manual,9461,Diesel,20,70.6,1.5,14652
 3 Series,2016,Semi-Auto,28590,Diesel,145,56.5,3,17640
 5 Series,2017,Semi-Auto,36549,Diesel,30,65.7,2,22490
 i3,2017,Automatic,26139,Hybrid,135,470.8,0,21490
 X3,2016,Semi-Auto,34325,Diesel,145,54.3,2,19990
 5 Series,2017,Automatic,27744,Diesel,145,60.1,2,21790
 2 Series,2019,Automatic,8351,Hybrid,135,148.7,1.5,21990
 X5,2019,Automatic,10,Diesel,145,37.7,3,52990
 2 Series,2019,Automatic,11275,Hybrid,135,148.7,1.5,22450
 2 Series,2019,Automatic,5809,Diesel,145,51.4,2,19490
 1 Series,2019,Semi-Auto,1581,Diesel,145,74.3,2,22890
 1 Series,2019,Semi-Auto,1540,Diesel,145,78.5,1.5,21990
 X2,2020,Semi-Auto,5,Petrol,145,39.8,2,31990
 2 Series,2016,Manual,36633,Diesel,20,74.3,1.5,12950
 X2,2018,Semi-Auto,10597,Diesel,145,58.9,2,25490
 4 Series,2019,Manual,8129,Petrol,145,46.3,2,24888
 X4,2020,Semi-Auto,999,Diesel,145,37.2,3,46995
 X5,2018,Automatic,26107,Hybrid,135,85.6,2,34995
 2 Series,2016,Semi-Auto,27589,Diesel,30,62.8,2,16990
 3 Series,2019,Automatic,9850,Diesel,145,52.3,2,31990
 3 Series,2019,Automatic,7250,Diesel,145,49.6,2,34990
 2 Series,2019,Automatic,5000,Diesel,145,48.7,2,25950
 3 Series,2019,Automatic,7693,Diesel,145,52.3,2,31995
 X1,2016,Manual,30000,Diesel,20,68.9,2,14995
 X1,2019,Manual,999,Diesel,145,68.9,2,28383
 X6,2019,Automatic,10231,Diesel,145,44.8,3,42888
 4 Series,2019,Automatic,3309,Diesel,145,60.1,2,30888
 1 Series,2018,Semi-Auto,12537,Petrol,145,39.8,3,22995
 Z4,2019,Automatic,4401,Petrol,145,33.2,3,43995
 5 Series,2014,Semi-Auto,40715,Diesel,30,62.8,2,14790
 3 Series,2017,Manual,35238,Diesel,30,64.2,2,15790
 X1,2017,Automatic,19090,Diesel,145,65.7,2,19490
 2 Series,2017,Semi-Auto,25223,Petrol,200,39.8,3,21890
 7 Series,2017,Semi-Auto,28998,Petrol,300,35.3,4.4,33990
 3 Series,2019,Automatic,5211,Diesel,145,52.3,2,29890
 3 Series,2019,Automatic,5,Petrol,145,42.2,2,31990
 2 Series,2020,Semi-Auto,5,Diesel,145,67.3,2,28995
 5 Series,2017,Semi-Auto,26002,Diesel,145,68.9,2,22490
 2 Series,2020,Semi-Auto,5,Petrol,145,50.4,2,28490
 1 Series,2020,Semi-Auto,6870,Diesel,145,48.7,2,32990
 X1,2020,Semi-Auto,1981,Petrol,145,46.3,1.5,28990
 4 Series,2019,Automatic,7800,Petrol,145,44.8,2,31990
 2 Series,2019,Automatic,6300,Hybrid,135,113,1.5,29990
 X2,2019,Automatic,5730,Petrol,145,34,2,34490
 X1,2017,Semi-Auto,32000,Diesel,125,57.6,2,19990
 3 Series,2018,Semi-Auto,8426,Petrol,145,48.7,2,21990
 4 Series,2018,Semi-Auto,20611,Diesel,145,60.1,2,21990
 3 Series,2019,Semi-Auto,7586,Petrol,145,41.5,2,30950
 X3,2020,Semi-Auto,120,Diesel,150,48.7,3,45991
 X2,2019,Semi-Auto,4497,Petrol,150,34,2,36981
 3 Series,2014,Semi-Auto,63820,Diesel,165,49.6,3,14882
 3 Series,2019,Automatic,6393,Diesel,145,52.3,2,35990
 3 Series,2019,Automatic,7337,Diesel,145,52.3,2,29990
 1 Series,2019,Automatic,9599,Petrol,145,34.5,2,33990
 3 Series,2019,Automatic,9892,Diesel,145,48.7,2,32990
 1 Series,2019,Automatic,4920,Petrol,145,34.5,2,31990
 3 Series,2019,Automatic,8945,Diesel,145,43.5,3,39390
 4 Series,2019,Automatic,9897,Diesel,145,53.3,3,30990
 4 Series,2020,Semi-Auto,7,Petrol,145,48.7,2,26990
 3 Series,2020,Semi-Auto,4100,Petrol,145,41.5,2,34990
 1 Series,2017,Manual,15468,Petrol,145,46.3,2,16790
 3 Series,2020,Semi-Auto,2475,Petrol,145,40.4,2,36990
 X5,2017,Automatic,27044,Diesel,145,47.1,3,34990
 1 Series,2020,Semi-Auto,5,Diesel,145,48.7,2,32995
 3 Series,2014,Manual,38000,Diesel,30,61.4,2,13441
 3 Series,2014,Semi-Auto,67000,Diesel,125,58.9,2,14522
 2 Series,2016,Manual,53207,Diesel,20,68.9,1.5,13522
 X3,2016,Semi-Auto,38489,Diesel,145,54.3,2,20931
 2 Series,2019,Manual,123,Petrol,145,42.8,1.5,19870
 X3,2019,Semi-Auto,6000,Petrol,145,30.4,2,34882
 2 Series,2017,Semi-Auto,24997,Diesel,20,68.9,2,14690
 1 Series,2015,Manual,61676,Diesel,20,70.6,2,10690
 3 Series,2019,Semi-Auto,9598,Diesel,150,47.9,3,33990
 1 Series,2019,Manual,5463,Petrol,150,41.5,1.5,22890
 1 Series,2019,Manual,5842,Petrol,150,41.5,1.5,22890
 1 Series,2019,Manual,11506,Petrol,150,41.5,1.5,22890
 X5,2019,Semi-Auto,9607,Petrol,150,27.2,3,51990
 X1,2019,Semi-Auto,5742,Petrol,150,48.7,2,27490
 X3,2019,Semi-Auto,3290,Diesel,150,54.3,2,38950
 1 Series,2019,Manual,7781,Petrol,150,41.5,1.5,22500
 3 Series,2019,Automatic,1606,Petrol,145,34.9,3,42995
 5 Series,2020,Semi-Auto,999,Hybrid,145,49.6,2,30995
 X3,2020,Semi-Auto,4373,Diesel,145,54.3,2,35995
 4 Series,2020,Semi-Auto,2986,Diesel,150,65.7,2,26750
 2 Series,2020,Semi-Auto,1086,Petrol,150,42.2,1.5,27500
 X1,2019,Semi-Auto,2400,Diesel,150,60.1,2,26000
 1 Series,2019,Manual,4619,Petrol,150,44.1,1.5,20750
 3 Series,2019,Semi-Auto,8496,Diesel,145,47.9,3,33250
 2 Series,2020,Automatic,5746,Petrol,150,42.2,1.5,19500
 1 Series,2016,Manual,18372,Petrol,125,52.3,1.5,14250
 X3,2019,Semi-Auto,7503,Petrol,150,34.5,3,36500
 3 Series,2015,Semi-Auto,45191,Diesel,125,58.9,2,12999
 1 Series,2017,Manual,40014,Diesel,20,70.6,1.5,13888
 3 Series,2019,Automatic,13136,Petrol,145,42.2,2,32888
 5 Series,2019,Automatic,948,Diesel,145,55.4,2,34888
 1 Series,2019,Automatic,999,Diesel,145,48.7,2,28888
 X6,2020,Semi-Auto,999,Diesel,145,34.9,3,69995
 3 Series,2019,Manual,2454,Diesel,145,54.3,2,29888
 4 Series,2019,Manual,999,Petrol,145,46.3,2,29888
 2 Series,2016,Manual,26883,Petrol,125,52.3,1.5,11495
 6 Series,2016,Semi-Auto,21654,Diesel,200,49.6,3,22990
 1 Series,2016,Manual,32000,Diesel,20,72.4,1.5,11725
 X1,2017,Automatic,25100,Diesel,145,57.6,2,21500
 2 Series,2016,Manual,72890,Petrol,125,53.3,1.5,10400
 3 Series,2019,Semi-Auto,2754,Diesel,150,52.3,2,26450
 3 Series,2019,Semi-Auto,7491,Petrol,150,41.5,2,27450
 1 Series,2019,Semi-Auto,6596,Diesel,150,51.4,2,25990
 X1,2015,Semi-Auto,10258,Diesel,30,65.7,2,17990
 X1,2017,Semi-Auto,1061,Petrol,165,44.8,2,23990
 M3,2019,Semi-Auto,5957,Petrol,145,33.2,3,62995
 1 Series,2017,Automatic,20890,Diesel,145,68.9,2,15888
 3 Series,2020,Semi-Auto,986,Diesel,150,50.4,2,31000
 3 Series,2020,Semi-Auto,1986,Petrol,145,40.4,2,35000
 1 Series,2017,Semi-Auto,42657,Petrol,200,39.8,3,19000
 X5,2019,Semi-Auto,10,Diesel,145,37.7,3,51500
 4 Series,2019,Semi-Auto,4642,Petrol,145,45.6,2,24750
 2 Series,2017,Semi-Auto,23374,Diesel,150,65.7,2,16250
 3 Series,2018,Semi-Auto,40456,Diesel,145,64.2,2,17995
 3 Series,2019,Automatic,2258,Diesel,145,62.8,2,25888
 X5,2019,Automatic,999,Diesel,145,37.7,3,47995
 1 Series,2019,Automatic,999,Petrol,145,55.5,1.5,17888
 4 Series,2019,Automatic,3419,Diesel,145,60.1,2,28888
 4 Series,2014,Manual,38000,Diesel,125,57.6,2,15888
 3 Series,2018,Semi-Auto,7298,Diesel,145,51.4,3,24888
 X6,2020,Automatic,7486,Diesel,145,34.9,3,56000
 X2,2020,Semi-Auto,3986,Petrol,145,34,2,33000
 3 Series,2020,Semi-Auto,4986,Diesel,145,47.9,3,34000
 2 Series,2020,Semi-Auto,2986,Petrol,145,36.2,2,34000
 i3,2017,Automatic,23983,Hybrid,0,470.8,0,19000
 X1,2020,Automatic,1000,Diesel,145,47.9,2,26750
 M2,2019,Manual,4534,Petrol,145,28.5,3,46000
 5 Series,2017,Automatic,18677,Diesel,145,60.1,3,25000
 X1,2019,Manual,10879,Petrol,145,39.8,1.5,22750
 5 Series,2019,Semi-Auto,8993,Hybrid,135,156.9,2,30500
 X1,2016,Semi-Auto,19010,Diesel,125,57.6,2,20500
 3 Series,2019,Semi-Auto,4315,Petrol,145,42.2,2,26000
 X1,2017,Semi-Auto,24150,Diesel,145,57.6,2,20000
 3 Series,2019,Semi-Auto,5358,Diesel,145,52.3,2,26000
 3 Series,2017,Semi-Auto,38620,Diesel,150,64.2,2,16500
 X3,2019,Semi-Auto,4386,Diesel,150,54.3,2,32250
 5 Series,2015,Automatic,77715,Diesel,160,52.3,3,13686
 2 Series,2018,Semi-Auto,42912,Petrol,150,47.9,2,20952
 4 Series,2014,Semi-Auto,49745,Diesel,165,50.4,3,18062
 X1,2018,Semi-Auto,25059,Diesel,150,60.1,2,19921
 1 Series,2019,Manual,5692,Petrol,145,44.1,1.5,20750
 X1,2019,Manual,8561,Petrol,145,39.8,1.5,23000
 5 Series,2019,Semi-Auto,1475,Petrol,150,39.2,3,36500
 1 Series,2019,Manual,5225,Petrol,150,44.1,1.5,20750
 1 Series,2019,Manual,6860,Petrol,150,44.1,1.5,20750
 1 Series,2020,Semi-Auto,150,Diesel,145,51.4,2,27840
 4 Series,2019,Manual,3792,Diesel,145,62.8,2,32440
 2 Series,2020,Semi-Auto,2422,Petrol,145,36.2,2,36840
 4 Series,2020,Semi-Auto,151,Diesel,150,47.9,3,39250
 1 Series,2013,Semi-Auto,46439,Petrol,150,48.7,1.6,10991
 4 Series,2017,Automatic,18399,Diesel,30,64.2,2,19350
 3 Series,2017,Semi-Auto,31116,Hybrid,0,134.5,2,18391
 X2,2018,Semi-Auto,16708,Petrol,150,38.7,2,22111
 3 Series,2019,Semi-Auto,4251,Petrol,145,42.2,2,29464
 X2,2019,Semi-Auto,11571,Petrol,145,34,2,32130
 1 Series,2019,Semi-Auto,10159,Petrol,145,34.5,2,30420
 X3,2019,Automatic,3367,Petrol,145,24.8,3,55610
 3 Series,2017,Manual,28700,Petrol,150,47.9,2,16995
 1 Series,2017,Manual,13681,Diesel,150,65.7,2,14500
 2 Series,2019,Manual,4824,Petrol,150,52.3,1.5,19495
 2 Series,2019,Manual,7937,Petrol,150,54.3,1.5,19495
 X1,2017,Semi-Auto,22636,Petrol,160,44.8,2,20722
 2 Series,2019,Semi-Auto,2564,Diesel,145,67.3,2,28630
 X1,2019,Semi-Auto,4495,Petrol,145,38.2,2,25730
 X6,2015,Semi-Auto,60930,Diesel,200,47.1,3,26462
 1 Series,2014,Manual,29260,Petrol,145,50.4,1.6,10462
 1 Series,2016,Manual,42452,Diesel,30,62.8,2,14881
 X1,2017,Semi-Auto,18800,Diesel,125,60.1,2,19721
 X5,2016,Automatic,89676,Diesel,200,47.1,3,23912
 i3,2014,Automatic,37161,Hybrid,0,470.8,0,14182
 X6,2019,Semi-Auto,1000,Diesel,145,34.9,3,61854
 X1,2019,Semi-Auto,7117,Diesel,145,60.1,2,25843
 3 Series,2015,Automatic,45909,Diesel,30,62.8,2,14982
 X5,2019,Semi-Auto,4000,Diesel,145,37.7,3,52004
 4 Series,2016,Semi-Auto,30968,Petrol,160,44.1,2,19841
 X5,2019,Semi-Auto,10,Diesel,150,37.7,3,52990
 1 Series,2019,Manual,10927,Petrol,150,41.5,1.5,22890
 X2,2018,Semi-Auto,13147,Diesel,150,58.9,2,24495
 5 Series,2015,Semi-Auto,43013,Diesel,30,62.8,2,15499
 X5,2016,Automatic,43003,Diesel,200,47.1,3,28140
 X1,2017,Semi-Auto,24814,Diesel,145,55.4,2,21500
 X6,2016,Semi-Auto,29211,Diesel,205,47.1,3,20950
 X5,2014,Automatic,89000,Diesel,205,45.6,3,20450
 4 Series,2016,Semi-Auto,33766,Petrol,200,41.5,3,22652
 5 Series,2017,Semi-Auto,23095,Diesel,125,60.1,2,23941
 2 Series,2015,Semi-Auto,13642,Diesel,125,57.6,2,18012
 2 Series,2015,Manual,25283,Petrol,150,47.9,2,13881
 3 Series,2019,Manual,7887,Diesel,145,54.3,2,27555
 X5,2019,Semi-Auto,6007,Diesel,145,33.6,3,55990
 X2,2019,Semi-Auto,1644,Petrol,145,36.2,2,29343
 3 Series,2013,Manual,78852,Diesel,30,62.8,2,11072
 3 Series,2015,Semi-Auto,23503,Diesel,160,51.4,3,19641
 X1,2019,Automatic,4230,Diesel,145,60.1,2,25916
 2 Series,2019,Automatic,7910,Diesel,145,64.2,2,21876
 4 Series,2016,Automatic,32814,Petrol,145,48.7,2,18536
 M4,2019,Automatic,144,Petrol,145,34,3,41986
 X5,2019,Semi-Auto,10,Diesel,150,37.7,3,52990
 X5,2019,Semi-Auto,8481,Diesel,150,37.7,3,47990
 2 Series,2019,Semi-Auto,7338,Petrol,150,47.9,2,24690
 X5,2019,Semi-Auto,16,Diesel,150,37.7,3,53850
 4 Series,2016,Semi-Auto,35900,Diesel,125,60.1,2,19990
 3 Series,2017,Semi-Auto,36000,Hybrid,135,134.5,2,20990
 4 Series,2020,Manual,151,Diesel,150,62.8,2,27669
 X5,2015,Automatic,35552,Diesel,205,47.1,3,29241
 2 Series,2016,Semi-Auto,20379,Diesel,125,60.1,2,17965
 3 Series,2014,Manual,97185,Diesel,30,65.7,2,9942
 3 Series,2015,Semi-Auto,49396,Petrol,160,44.1,2,16641
 3 Series,2019,Semi-Auto,6329,Diesel,145,55.4,2,21444
 5 Series,2019,Semi-Auto,8260,Hybrid,140,156.9,2,32600
 3 Series,2019,Semi-Auto,7120,Petrol,150,47.9,2,26500
 3 Series,2018,Manual,7000,Diesel,145,67.3,2,16999
 3 Series,2019,Automatic,11681,Diesel,145,52.3,2,28999
 4 Series,2019,Automatic,7583,Diesel,145,60.1,2,30140
 3 Series,2019,Semi-Auto,6006,Diesel,145,49.6,2,34700
 4 Series,2019,Automatic,4300,Diesel,145,53.3,3,31210
 X1,2019,Automatic,9784,Diesel,145,60.1,2,24850
 3 Series,2019,Automatic,11749,Diesel,145,62.8,2,18999
 1 Series,2019,Manual,9451,Diesel,145,68.9,2,16555
 1 Series,2019,Automatic,1000,Diesel,145,70.6,2,18999
 X6,2019,Semi-Auto,13000,Diesel,145,44.8,3,41780
 4 Series,2019,Automatic,5684,Petrol,145,41.5,3,29582
 4 Series,2019,Manual,110,Petrol,145,46.3,2,27700
 1 Series,2017,Automatic,21500,Diesel,145,72.4,1.5,14445
 X3,2019,Automatic,500,Petrol,145,24.8,3,54999
 M2,2019,Semi-Auto,4929,Petrol,150,29.1,3,44500
 i3,2017,Automatic,10900,Hybrid,140,470.8,0,21500
 X1,2016,Automatic,27000,Diesel,145,55.4,2,18500
 3 Series,2015,Automatic,44000,Diesel,145,56.5,3,14995
 M4,2017,Semi-Auto,9215,Petrol,300,34,3,35352
 X2,2019,Automatic,1566,Diesel,145,58.9,2,35470
 1 Series,2016,Semi-Auto,37753,Diesel,20,67.3,2,15500
 5 Series,2017,Semi-Auto,43533,Diesel,150,53.3,3,26000
 Z4,2020,Semi-Auto,1801,Petrol,150,33.2,3,44300
 M4,2018,Semi-Auto,10809,Petrol,150,34,3,39999
 5 Series,2018,Semi-Auto,17371,Diesel,145,62.8,2,24999
 3 Series,2019,Automatic,9214,Diesel,145,52.3,2,27999
 5 Series,2019,Automatic,13000,Petrol,145,47.9,2,28999
 X3,2019,Semi-Auto,3633,Petrol,145,30.4,2,33790
 X4,2019,Semi-Auto,8515,Petrol,145,26.9,3,42550
 M2,2019,Automatic,5644,Petrol,145,29.1,3,42110
 2 Series,2019,Manual,5684,Petrol,145,42.8,1.5,20860
 2 Series,2019,Manual,3993,Petrol,145,42.8,1.5,20850
 2 Series,2019,Semi-Auto,5035,Diesel,145,49.6,2,23150
 2 Series,2019,Manual,2178,Diesel,145,51.4,2,20950
 3 Series,2020,Automatic,4300,Petrol,145,33.6,3,41995
 3 Series,2019,Automatic,12143,Diesel,145,52.3,2,29999
 X3,2019,Automatic,12774,Diesel,145,54.3,2,34999
 2 Series,2019,Automatic,110,Diesel,145,64.2,2,27995
 5 Series,2019,Automatic,8070,Diesel,145,65.7,2,26888
 4 Series,2019,Manual,110,Petrol,145,46.3,2,26995
 2 Series,2019,Automatic,9736,Petrol,145,50.4,2,20555
 2 Series,2019,Automatic,37,Petrol,145,47.9,2,20999
 M3,2017,Automatic,3824,Petrol,145,34,3,53995
 X3,2019,Automatic,6172,Diesel,145,54.3,2,31436
 4 Series,2019,Automatic,9820,Petrol,145,45.6,2,22680
 3 Series,2019,Automatic,5920,Diesel,145,47.9,3,35150
 M5,2019,Semi-Auto,551,Petrol,145,24.1,4.4,81140
 X1,2019,Semi-Auto,2865,Diesel,145,36.7,2,31280
