model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 GLE Class,2019,Semi-Auto,18764,Diesel,145,36.7,2,45480
 CLS Class,2016,Automatic,32232,Diesel,160,51.4,3,22480
 A Class,2018,Semi-Auto,5162,Diesel,145,67.3,1.5,21980
 A Class,2018,Semi-Auto,5975,Diesel,145,67.3,1.5,21980
 C Class,2017,Semi-Auto,23589,Diesel,30,64.2,2.1,18980
 C Class,2017,Semi-Auto,29198,Diesel,30,64.2,2.1,19980
 C Class,2017,Automatic,19402,Petrol,145,44.1,2,24480
 GLC Class,2017,Semi-Auto,44916,Diesel,145,56.5,2.1,29980
 GLC Class,2019,Semi-Auto,3346,Diesel,145,44.8,2,33980
 GLC Class,2019,Semi-Auto,3958,Petrol,145,27.4,3,47980
 E Class,2019,Semi-Auto,12677,Diesel,145,72.4,2,26480
 E Class,2019,Semi-Auto,9108,Diesel,145,57.7,2,32980
 GLC Class,2019,Semi-Auto,4145,Diesel,145,40.9,2,37980
 V Class,2019,Automatic,18349,Diesel,145,48.7,2.1,24750
 E Class,2017,Semi-Auto,15843,Diesel,145,56.5,2.1,20980
 GLE Class,2017,Semi-Auto,24240,Diesel,145,39.2,3,38980
 GLE Class,2016,Semi-Auto,49958,Diesel,260,42.8,3,25000
 V Class,2018,Automatic,15232,Diesel,145,48.7,2.1,19750
 C Class,2019,Semi-Auto,10261,Petrol,145,29.4,3,37500
 E Class,2019,Automatic,7765,Diesel,145,65.7,2,29780
 E Class,2017,Semi-Auto,26508,Diesel,145,61.4,2,21500
 E Class,2017,Semi-Auto,39975,Diesel,145,61.4,2,21480
 E Class,2018,Semi-Auto,6897,Diesel,145,41.5,3,34980
 A Class,2019,Semi-Auto,15388,Diesel,145,68.9,1.5,19980
 A Class,2019,Automatic,9298,Diesel,145,68.9,1.5,20980
 C Class,2019,Semi-Auto,4396,Diesel,145,61.4,2,27500
 C Class,2019,Semi-Auto,4998,Petrol,145,44.1,2,29000
 C Class,2019,Semi-Auto,8610,Petrol,145,29.4,3,36980
 A Class,2019,Semi-Auto,1987,Petrol,145,47.9,1.3,26980
 GLE Class,2019,Semi-Auto,5387,Diesel,145,36.7,3,41174
 E Class,2019,Semi-Auto,723,Diesel,145,57.7,2,35480
 GLE Class,2016,Semi-Auto,19466,Petrol,570,23.9,5.5,48480
 V Class,2019,Automatic,19735,Diesel,145,48.7,2.1,24750
 C Class,2019,Automatic,7811,Petrol,145,45.6,1.5,24980
 B Class,2019,Automatic,11645,Diesel,145,54.3,2,26480
 C Class,2016,Automatic,25845,Diesel,30,64.2,2.1,18480
 E Class,2017,Automatic,30148,Diesel,145,72.4,2,20500
 C Class,2016,Semi-Auto,44335,Diesel,30,64.2,2.1,17280
 E Class,2016,Semi-Auto,25962,Diesel,160,52.3,3,20680
 C Class,2016,Semi-Auto,17259,Diesel,20,65.7,2.1,16980
 B Class,2017,Manual,20034,Diesel,145,68.9,1.5,13980
 E Class,2019,Semi-Auto,14620,Diesel,145,72.4,2,25780
 C Class,2019,Semi-Auto,9477,Diesel,145,56.5,2,28980
 E Class,2019,Semi-Auto,13975,Diesel,145,65.7,2,27980
 E Class,2019,Semi-Auto,13924,Diesel,145,65.7,2,27980
 C Class,2019,Semi-Auto,19358,Diesel,145,61.4,2,22280
 GLA Class,2019,Semi-Auto,11241,Diesel,145,67.3,2.1,23980
 B Class,2019,Semi-Auto,7531,Petrol,145,45.6,1.3,22480
 C Class,2019,Semi-Auto,13708,Diesel,145,61.4,2,26480
 C Class,2019,Semi-Auto,14636,Diesel,145,61.4,2,26480
 C Class,2019,Semi-Auto,14284,Diesel,145,61.4,2,25980
 C Class,2019,Semi-Auto,14285,Petrol,145,46.3,1.5,19980
 C Class,2019,Semi-Auto,14203,Petrol,145,46.3,1.5,19980
 CL Class,2019,Semi-Auto,6152,Petrol,145,38.2,2,24000
 C Class,2019,Semi-Auto,34,Petrol,145,47.1,1.5,29480
 V Class,2019,Semi-Auto,1096,Diesel,145,36.2,2,46980
 GLE Class,2016,Semi-Auto,29628,Diesel,200,47.9,2.1,26000
 GLE Class,2016,Semi-Auto,18171,Diesel,260,42.8,3,32480
 GLE Class,2017,Semi-Auto,35354,Diesel,145,42.8,3,27980
 E Class,2018,Semi-Auto,1306,Diesel,145,41.5,3,35980
 GLA Class,2019,Semi-Auto,14410,Diesel,145,67.3,2.1,23480
 E Class,2019,Semi-Auto,13370,Diesel,145,72.4,2,24480
 E Class,2019,Semi-Auto,10491,Petrol,145,32.5,3,45980
 C Class,2019,Semi-Auto,2998,Petrol,145,47.1,1.5,29480
 B Class,2019,Semi-Auto,2010,Diesel,145,55.4,2,23480
 GLA Class,2019,Manual,2717,Petrol,145,37.7,1.6,22980
 C Class,2019,Semi-Auto,3466,Petrol,145,30.4,3,39500
 GLB Class,2020,Semi-Auto,19,Diesel,145,46.3,2,36980
 A Class,2014,Semi-Auto,58677,Petrol,200,40.9,2,20000
 E Class,2019,Semi-Auto,1989,Diesel,145,42.8,3,41480
 CLS Class,2016,Semi-Auto,22878,Diesel,160,49.6,3,24980
 C Class,2019,Semi-Auto,16548,Petrol,145,46.3,1.5,26680
 E Class,2019,Semi-Auto,2003,Diesel,145,57.7,2,34980
 C Class,2018,Semi-Auto,18285,Diesel,145,61.4,2.1,22980
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3,49980
 C Class,2019,Semi-Auto,1752,Petrol,145,29.7,3,44480
 GLE Class,2020,Semi-Auto,3999,Diesel,145,36.7,2,48980
 C Class,2017,Manual,34691,Diesel,20,68.9,2.1,15980
 C Class,2019,Semi-Auto,3999,Petrol,145,29.7,3,45980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,40.9,2,39980
 GLC Class,2019,Semi-Auto,3999,Petrol,145,27.4,3,47980
 GLS Class,2020,Semi-Auto,3999,Diesel,145,30.4,3,67480
 GLC Class,2020,Semi-Auto,3999,Petrol,145,32.1,2,39980
 A Class,2017,Manual,12239,Diesel,145,65.7,2.1,15680
 GLC Class,2019,Semi-Auto,4522,Petrol,145,34,3,43680
 E Class,2019,Semi-Auto,1040,Diesel,145,48.7,3,37980
 SL CLASS,2019,Semi-Auto,6054,Petrol,145,36.7,3,49980
 E Class,2017,Semi-Auto,17897,Diesel,145,61.4,2,22480
 E Class,2019,Semi-Auto,7068,Diesel,145,57.7,2,34980
 S Class,2019,Semi-Auto,8333,Diesel,145,52.3,3,44980
 C Class,2019,Semi-Auto,6643,Petrol,145,44.1,2,29500
 C Class,2019,Semi-Auto,5090,Diesel,145,61.4,2,27480
 CL Class,2019,Semi-Auto,14789,Diesel,145,51.4,2.2,26480
 CLS Class,2017,Semi-Auto,31479,Diesel,145,57.7,2.1,22490
 SL CLASS,2016,Semi-Auto,15964,Diesel,30,70.6,2.1,19390
 C Class,2015,Semi-Auto,54000,Diesel,20,64.2,2.1,14500
 A Class,2016,Semi-Auto,29999,Petrol,125,49.6,1.6,17990
 SL CLASS,2016,Semi-Auto,27001,Diesel,30,70.6,2.1,18890
 C Class,2019,Semi-Auto,8317,Diesel,145,61.4,2,27890
 E Class,2019,Semi-Auto,6762,Diesel,145,67.3,2,24490
 GLE Class,2019,Automatic,7599,Diesel,145,32.5,3,55690
 C Class,2019,Automatic,5450,Diesel,145,57.7,2,28990
 CL Class,2017,Manual,20415,Diesel,145,65.7,2.1,16990
 GLA Class,2017,Semi-Auto,33301,Diesel,145,56.5,2.1,20490
 A Class,2016,Semi-Auto,32029,Diesel,20,68.9,2.1,16990
 E Class,2019,Semi-Auto,7542,Diesel,145,67.3,2,24490
 B Class,2018,Automatic,11714,Diesel,145,68.9,1.5,16990
 C Class,2019,Automatic,13337,Diesel,145,61.4,2,19690
 E Class,2019,Semi-Auto,13589,Diesel,145,72.4,2,23990
 GLC Class,2017,Semi-Auto,33485,Diesel,145,56.5,2.1,28490
 E Class,2018,Semi-Auto,6283,Diesel,145,57.7,2,31480
 E Class,2018,Semi-Auto,6310,Diesel,145,57.7,2,31480
 E Class,2018,Semi-Auto,9848,Diesel,145,57.7,2,30680
 E Class,2019,Semi-Auto,11784,Diesel,145,72.4,2,24780
 E Class,2019,Semi-Auto,13708,Diesel,145,58.9,2,29980
 C Class,2018,Semi-Auto,15096,Diesel,145,61.4,2,19480
 C Class,2019,Semi-Auto,4737,Petrol,145,45.6,1.5,24980
 C Class,2019,Semi-Auto,6894,Petrol,145,45.6,1.5,24980
 GLC Class,2018,Semi-Auto,5761,Diesel,145,56.5,2.1,31480
 SL CLASS,2016,Semi-Auto,24609,Diesel,30,70.6,2.1,18990
 E Class,2015,Semi-Auto,54089,Diesel,125,56.5,2.1,15490
 C Class,2019,Semi-Auto,5550,Diesel,145,64.2,2,27990
 GLA Class,2019,Automatic,2125,Petrol,145,35.8,1.6,25990
 A Class,2019,Automatic,6108,Diesel,145,56.5,2,25490
 B Class,2019,Automatic,1649,Diesel,145,55.4,2,22990
 GLE Class,2019,Automatic,6170,Diesel,145,32.8,3,48890
 C Class,2017,Semi-Auto,30199,Diesel,30,64.2,2.1,16690
 C Class,2019,Automatic,6037,Petrol,145,46.3,1.5,22890
 B Class,2019,Automatic,1125,Diesel,145,55.4,2,22990
 A Class,2016,Manual,27539,Petrol,125,51.4,1.6,12750
 C Class,2014,Semi-Auto,46078,Petrol,125,52.3,2,13290
 SLK,2015,Semi-Auto,40625,Diesel,150,56.5,2,14990
 E Class,2015,Semi-Auto,21780,Petrol,240,37.7,3.5,23000
 CL Class,2017,Semi-Auto,22299,Diesel,150,67.3,2.1,19990
 A Class,2016,Manual,41496,Petrol,150,50.4,1.6,12000
 A Class,2018,Semi-Auto,13900,Diesel,150,68.9,2.1,18890
 C Class,2019,Semi-Auto,9613,Diesel,150,61.4,2,29950
 C Class,2014,Semi-Auto,77043,Diesel,20,64.2,2.1,11750
 SL CLASS,2016,Semi-Auto,33650,Diesel,30,70.6,2.1,18490
 E Class,2019,Automatic,12982,Diesel,145,72.4,2,24966
 B Class,2019,Automatic,12617,Petrol,145,45.6,1.3,21856
 E Class,2019,Automatic,13089,Diesel,145,58.9,2,28866
 A Class,2019,Semi-Auto,7159,Diesel,145,62.8,1.5,22926
 A Class,2019,Automatic,13393,Diesel,145,65.7,1.5,17096
 A Class,2019,Automatic,15446,Diesel,145,68.9,1.5,18844
 C Class,2018,Automatic,25833,Petrol,145,50.4,2,19056
 E Class,2019,Automatic,7924,Diesel,145,48.7,3,37286
 E Class,2019,Automatic,14140,Diesel,145,72.4,2,26026
 C Class,2017,Semi-Auto,22842,Diesel,30,62.8,2.1,20672
 B Class,2017,Manual,14005,Diesel,145,65.7,2.1,13952
 A Class,2019,Automatic,9599,Petrol,145,53.3,1.3,23632
 A Class,2019,Semi-Auto,3899,Petrol,145,53.3,1.3,24682
 E Class,2017,Automatic,26636,Diesel,145,72.4,2,18886
 B Class,2019,Semi-Auto,9814,Diesel,145,54.3,2,27146
 S Class,2018,Automatic,2136,Petrol,145,40.9,3,58332
 GLA Class,2017,Automatic,18607,Diesel,145,56.5,2.1,21085
 GLC Class,2016,Semi-Auto,36087,Diesel,125,56.5,2.1,22792
 C Class,2017,Automatic,20134,Petrol,145,34,3,33612
 A Class,2017,Semi-Auto,14687,Petrol,145,40.9,2,31112
 A Class,2019,Semi-Auto,16757,Diesel,145,65.7,1.5,18780
 A Class,2019,Semi-Auto,17615,Diesel,145,65.7,1.5,18780
 E Class,2019,Semi-Auto,13975,Diesel,145,65.7,2,27980
 E Class,2019,Semi-Auto,12972,Diesel,145,58.9,2,28500
 A Class,2019,Semi-Auto,17417,Diesel,145,65.7,1.5,18780
 A Class,2019,Semi-Auto,19885,Diesel,145,65.7,1.5,18780
 E Class,2018,Semi-Auto,16291,Diesel,145,61.4,2,23480
 C Class,2017,Automatic,18941,Diesel,145,58.9,2.1,24980
 E Class,2018,Semi-Auto,9096,Diesel,145,57.7,2,30480
 C Class,2017,Automatic,13973,Diesel,145,54.3,2.1,23980
 GLA Class,2020,Semi-Auto,3195,Petrol,145,35.8,1.6,29987
 B Class,2020,Semi-Auto,3857,Diesel,145,55.4,2,25487
 A Class,2020,Semi-Auto,2577,Petrol,145,53.3,1.3,26987
 A Class,2020,Manual,2369,Petrol,145,44.1,1.3,27987
 E Class,2019,Automatic,5412,Diesel,145,70.6,2,36310
 A Class,2019,Automatic,3269,Petrol,145,47.9,1.3,25520
 GLC Class,2019,Automatic,4169,Petrol,145,31.7,2,41630
 GLC Class,2019,Automatic,4478,Petrol,145,31.7,2,41430
 GLC Class,2019,Semi-Auto,427,Diesel,145,40.4,2,45106
 A Class,2019,Semi-Auto,4711,Petrol,145,47.9,1.3,22056
 SLK,2015,Manual,29001,Petrol,205,41.5,2,16280
 E Class,2015,Semi-Auto,44866,Diesel,145,54.3,3,17280
 C Class,2019,Semi-Auto,8202,Petrol,145,44.1,1.5,29980
 C Class,2019,Semi-Auto,13757,Petrol,145,44.1,1.5,29480
 C Class,2019,Semi-Auto,1980,Petrol,145,44.1,1.5,33780
 C Class,2019,Semi-Auto,2986,Diesel,145,53.3,2,29980
 C Class,2019,Semi-Auto,2090,Petrol,145,46.3,1.5,31480
 B Class,2019,Semi-Auto,1992,Diesel,145,55.4,2,23480
 C Class,2019,Semi-Auto,3162,Petrol,145,46.3,1.5,31980
 C Class,2019,Semi-Auto,4010,Diesel,145,61.4,2,30500
 A Class,2016,Manual,27511,Diesel,20,72.4,1.5,14038
 C Class,2017,Semi-Auto,41603,Diesel,30,64.2,2.1,16991
 E Class,2016,Semi-Auto,15758,Diesel,125,58.9,2.1,18872
 A Class,2019,Semi-Auto,14634,Petrol,145,53.3,1.3,23314
 GLA Class,2017,Semi-Auto,30545,Diesel,125,56.6,2.1,19642
 GLC Class,2016,Semi-Auto,18283,Diesel,125,56.5,2.1,27500
 C Class,2015,Semi-Auto,37000,Hybrid,0,74.3,2.1,19990
 E Class,2014,Semi-Auto,62056,Hybrid,10,67.3,2.1,12995
 GLC Class,2017,Semi-Auto,24205,Diesel,145,56.5,2.1,26995
 E Class,2016,Semi-Auto,23129,Diesel,150,56.5,2.1,18500
 C Class,2014,Semi-Auto,77043,Diesel,20,64.2,2.1,11750
 M Class,2013,Semi-Auto,84413,Diesel,205,44.8,2.1,14250
 A Class,2016,Manual,41497,Petrol,150,50.4,1.6,12000
 A Class,2019,Manual,2841,Petrol,145,47.1,1.3,24987
 GLA Class,2019,Automatic,1566,Petrol,145,35.8,1.6,28987
 GLC Class,2019,Automatic,2799,Diesel,145,40.9,2,42987
 GLC Class,2019,Automatic,3590,Diesel,145,40.9,2,42987
 GLC Class,2019,Automatic,3911,Diesel,145,43.5,2,38987
 V Class,2019,Automatic,2582,Diesel,145,45.6,2.2,41730
 E Class,2017,Semi-Auto,9661,Diesel,30,65.7,2,24912
 GLC Class,2017,Semi-Auto,14177,Petrol,300,34,3,35822
 GLC Class,2020,Semi-Auto,2729,Petrol,145,34,2,34987
 A Class,2020,Manual,3525,Petrol,145,47.1,1.3,24987
 CL Class,2016,Semi-Auto,57112,Diesel,20,68.9,2.1,14472
 A Class,2019,Semi-Auto,1637,Petrol,145,47.9,1.3,24124
 GLA Class,2019,Semi-Auto,6000,Petrol,145,37.2,1.6,23950
 GLA Class,2019,Semi-Auto,3225,Petrol,145,35.8,1.6,28987
 A Class,2019,Semi-Auto,5889,Petrol,145,53.3,1.3,24094
 CL Class,2017,Automatic,17448,Diesel,145,68.9,2.1,17245
 GLS Class,2017,Semi-Auto,22219,Diesel,145,37.2,3,41962
 C Class,2017,Semi-Auto,9238,Petrol,150,48.7,2,21500
 E Class,2017,Semi-Auto,37509,Diesel,30,61.4,2,19500
 E Class,2019,Semi-Auto,33,Diesel,145,65.7,2,28452
 E Class,2017,Semi-Auto,52232,Diesel,20,67.3,2,18791
 B Class,2019,Semi-Auto,5860,Petrol,145,37.7,2,27300
 A Class,2019,Semi-Auto,9999,Petrol,145,53.3,1.3,24172
 A Class,2016,Semi-Auto,25653,Diesel,0,76.4,1.5,14552
 V Class,2018,Semi-Auto,5988,Diesel,145,44.8,2.2,39900
 A Class,2016,Semi-Auto,20339,Diesel,20,74.3,1.5,15012
 C Class,2019,Semi-Auto,3950,Petrol,145,42.2,2,33842
 CLS Class,2019,Automatic,4133,Diesel,145,47.9,2.9,46710
 GLC Class,2019,Automatic,2556,Petrol,145,27.4,4,54282
 E Class,2019,Semi-Auto,5820,Diesel,145,70.6,2,32670
 B Class,2019,Semi-Auto,9318,Petrol,145,45.6,1.3,21980
 GLC Class,2019,Semi-Auto,5604,Petrol,145,34,2,31980
 A Class,2019,Manual,129,Petrol,145,47.1,1.3,19410
 GLC Class,2017,Semi-Auto,11386,Petrol,145,34,3,37982
 C Class,2019,Automatic,2791,Diesel,145,64.2,2,34987
 GLC Class,2019,Automatic,1766,Petrol,145,31.7,2,43987
 C Class,2019,Automatic,1843,Petrol,145,30.4,3,44987
 A Class,2019,Automatic,3855,Petrol,145,28.5,1.3,23987
 E Class,2019,Automatic,3155,Diesel,145,45.6,2,38487
 B Class,2019,Semi-Auto,7744,Petrol,145,45.6,1.3,21980
 GLC Class,2018,Semi-Auto,21275,Diesel,145,56.5,2.1,29480
 C Class,2019,Semi-Auto,14843,Diesel,145,61.4,2,25780
 E Class,2019,Semi-Auto,3613,Diesel,145,57.7,2,34980
 S Class,2019,Semi-Auto,11735,Diesel,145,52.3,3,44980
 A Class,2019,Semi-Auto,10371,Diesel,145,65.7,1.5,20480
 C Class,2019,Semi-Auto,6922,Petrol,145,44.1,2,29500
 CL Class,2019,Semi-Auto,14477,Diesel,145,51.4,2.2,25980
 C Class,2019,Semi-Auto,13864,Diesel,145,61.4,2,23980
 E Class,2018,Semi-Auto,6137,Diesel,145,57.7,2,31480
 E Class,2016,Semi-Auto,29131,Diesel,160,50.4,3,20480
 GLE Class,2016,Semi-Auto,39056,Diesel,300,39.2,3,35980
 C Class,2016,Semi-Auto,15554,Petrol,260,35.3,3,34380
 GLE Class,2016,Semi-Auto,38759,Diesel,200,47.9,2.1,25000
 V Class,2019,Semi-Auto,2924,Diesel,145,44.8,2.2,36980
 E Class,2017,Semi-Auto,13095,Petrol,145,33.6,3,36980
 C Class,2018,Automatic,4944,Diesel,145,58.9,2.1,25280
 C Class,2019,Semi-Auto,9062,Diesel,145,57.7,2,30000
 E Class,2019,Semi-Auto,4998,Diesel,145,57.7,2,32980
 C Class,2019,Semi-Auto,3049,Diesel,145,61.4,2,29980
 C Class,2019,Semi-Auto,1568,Diesel,145,60.1,1.6,29980
 C Class,2019,Semi-Auto,3446,Petrol,145,46.3,1.5,34480
 V Class,2019,Semi-Auto,236,Diesel,145,36.2,2,45480
 V Class,2019,Semi-Auto,5927,Diesel,145,44.8,2.2,39897
 GLC Class,2016,Semi-Auto,41490,Diesel,125,56.5,2.1,24480
 SL CLASS,2019,Semi-Auto,2986,Petrol,150,47.1,2,29500
 GLE Class,2018,Semi-Auto,22306,Diesel,150,37.7,3,35002
 C Class,2019,Semi-Auto,4688,Diesel,145,61.4,2,30480
 E Class,2019,Automatic,7800,Diesel,145,45.6,2,33480
 C Class,2019,Semi-Auto,2330,Diesel,145,57.7,2,33480
 B Class,2019,Semi-Auto,2154,Diesel,145,55.4,2,23980
 C Class,2019,Semi-Auto,2190,Diesel,145,53.3,2,29980
 C Class,2019,Semi-Auto,2143,Diesel,145,54.3,1.6,29980
 C Class,2019,Manual,2332,Petrol,145,47.1,1.6,21480
 C Class,2019,Semi-Auto,1854,Petrol,145,46.3,1.5,31980
 GLB Class,2020,Semi-Auto,29,Diesel,145,44.8,2,40480
 GLC Class,2019,Semi-Auto,2138,Diesel,145,40.9,2,37980
 C Class,2019,Semi-Auto,1995,Diesel,145,64.2,2,30980
 GLC Class,2019,Semi-Auto,4967,Diesel,145,40.9,2,37480
 C Class,2017,Automatic,9507,Petrol,145,47.1,2,25000
 CL Class,2016,Semi-Auto,29296,Diesel,20,67.3,2.1,19000
 C Class,2016,Semi-Auto,37188,Diesel,20,67.3,2.1,21500
 CL Class,2017,Manual,19190,Petrol,145,51.4,1.6,17490
 GLC Class,2020,Semi-Auto,3999,Petrol,145,26.4,3,49980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,44.8,2,35980
 GLC Class,2020,Semi-Auto,3999,Diesel,145,43.5,2,35980
 GLA Class,2017,Semi-Auto,20484,Diesel,125,56.5,2.1,20980
 CLS Class,2017,Semi-Auto,45870,Diesel,125,57.7,2.1,20480
 GLC Class,2020,Semi-Auto,19,Diesel,145,40.9,2,40980
 C Class,2019,Semi-Auto,7043,Petrol,145,45.6,1.5,24980
 GLA Class,2019,Semi-Auto,13734,Diesel,145,67.3,2.1,22800
 C Class,2019,Automatic,5477,Diesel,145,58.9,2.1,28180
 C Class,2019,Semi-Auto,3436,Petrol,145,44.1,1.5,23680
 E Class,2018,Semi-Auto,11108,Diesel,145,61.4,2,23500
 C Class,2019,Semi-Auto,9103,Petrol,145,29.1,3,44480
 E Class,2019,Semi-Auto,11205,Diesel,145,72.4,2,25780
 GLA Class,2019,Semi-Auto,12989,Diesel,145,67.3,2.1,23480
 GLA Class,2019,Semi-Auto,12580,Diesel,145,67.3,2.1,23780
 E Class,2018,Semi-Auto,7514,Diesel,145,65.7,2,27980
 E Class,2019,Semi-Auto,10250,Diesel,145,72.4,2,24780
 A Class,2015,Semi-Auto,55067,Diesel,20,68.9,1.5,11680
 GLC Class,2016,Semi-Auto,30404,Diesel,125,56.5,2.1,25980
 B Class,2019,Semi-Auto,7332,Petrol,145,45.6,1.3,21980
 GLC Class,2019,Semi-Auto,4608,Petrol,145,27.4,3,49980
 E Class,2016,Semi-Auto,49477,Diesel,145,54.3,3,21980
 GLA Class,2019,Semi-Auto,1998,Petrol,145,35.8,1.6,26980
 A Class,2019,Semi-Auto,12326,Diesel,145,65.7,1.5,20380
 GLC Class,2020,Semi-Auto,859,Petrol,145,32.1,2,43995
 A Class,2014,Semi-Auto,35000,Diesel,30,65.7,1.8,12995
 A Class,2019,Automatic,4040,Diesel,145,62.8,1.5,22940
 E Class,2019,Automatic,5615,Diesel,145,45.6,2,32640
 E Class,2017,Semi-Auto,17227,Diesel,20,72.4,2,20940
 S Class,2016,Semi-Auto,21739,Diesel,205,47.9,3,31041
 A Class,2016,Manual,27450,Diesel,20,72.4,1.5,14600
 GLA Class,2017,Manual,31679,Diesel,145,67.3,2.1,16500
 GLA Class,2017,Manual,66691,Diesel,20,67.3,2.1,15200
 CLS Class,2016,Semi-Auto,31684,Diesel,160,51.4,3,20449
 A Class,2019,Automatic,2980,Diesel,145,65.7,1.5,21656
 GLA Class,2019,Automatic,4999,Petrol,145,35.8,1.6,25950
 GLA Class,2019,Automatic,4999,Petrol,145,44.8,1.6,21497
 C Class,2019,Automatic,4999,Diesel,145,51.4,2,31740
 C Class,2019,Automatic,4999,Diesel,145,64.2,2,30450
 V Class,2019,Automatic,2550,Diesel,145,36.7,2,47950
 E Class,2019,Automatic,6240,Diesel,145,42.8,2,32240
 C Class,2019,Automatic,2960,Diesel,145,55.4,2,32540
 E Class,2019,Semi-Auto,11264,Diesel,145,70.6,2,30640
 C Class,2019,Semi-Auto,11674,Diesel,145,64.2,2,26140
 A Class,2019,Semi-Auto,1129,Diesel,145,56.5,2,26480
 GLC Class,2019,Semi-Auto,1998,Petrol,145,21.6,4,74980
 C Class,2019,Semi-Auto,1250,Diesel,145,61.4,2,30980
 C Class,2018,Semi-Auto,3748,Petrol,145,44.1,1.5,28480
 E Class,2019,Semi-Auto,723,Diesel,145,57.7,2,38480
 GLA Class,2016,Semi-Auto,28231,Diesel,125,56.5,2.1,18980
 C Class,2019,Semi-Auto,14568,Petrol,145,46.3,1.5,20480
 E Class,2018,Automatic,10310,Diesel,145,72.4,2,24040
 V Class,2017,Semi-Auto,15612,Diesel,235,44.8,2.2,37000
 C Class,2016,Automatic,25374,Diesel,30,64.2,2.1,17440
 E Class,2019,Automatic,4999,Diesel,145,42.8,2,34740
 CL Class,2019,Automatic,4999,Petrol,145,44.1,1.3,28450
 C Class,2019,Automatic,4999,Diesel,145,61.4,2,30240
 C Class,2019,Automatic,1999,Petrol,145,46.3,1.5,28150
 E Class,2019,Automatic,4999,Diesel,145,45.6,2,34740
 GLC Class,2019,Automatic,4999,Diesel,145,40.9,2,40531
 C Class,2019,Automatic,4999,Petrol,145,44.1,1.5,32940
 C Class,2019,Semi-Auto,7268,Petrol,145,46.3,1.5,27280
 E Class,2019,Semi-Auto,13924,Diesel,145,65.7,2,27980
 C Class,2019,Semi-Auto,10982,Petrol,145,44.1,1.5,27980
 C Class,2019,Semi-Auto,15275,Petrol,145,44.1,2,26980
 B Class,2019,Semi-Auto,5308,Diesel,145,54.3,2,27480
 C Class,2016,Semi-Auto,45588,Diesel,20,64.2,2.1,16680
 SLK,2016,Semi-Auto,8417,Diesel,30,70.6,2,18980
 C Class,2019,Semi-Auto,11980,Diesel,145,56.5,2,26995
 C Class,2018,Semi-Auto,10179,Diesel,145,54.3,2,27950
 C Class,2019,Semi-Auto,10871,Diesel,145,56.5,2,27250
 C Class,2018,Semi-Auto,10240,Diesel,145,61.4,2.1,23500
 CLS Class,2019,Semi-Auto,2352,Diesel,145,48.7,2.9,36000
 A Class,2018,Semi-Auto,3600,Petrol,145,30.1,4,77500
 GLC Class,2019,Semi-Auto,5313,Petrol,145,34,3,39750
 E Class,2017,Semi-Auto,15713,Diesel,145,65.7,2,24750
 E Class,2019,Semi-Auto,4350,Diesel,145,47.1,3,42995
 GLE Class,2016,Semi-Auto,44870,Diesel,300,39.2,3,33750
 A Class,2019,Automatic,7750,Diesel,145,56.5,2,24995
 C Class,2019,Automatic,11900,Petrol,145,47.1,1.5,24640
 C Class,2019,Semi-Auto,7532,Petrol,145,42.2,2,30840
 C Class,2019,Automatic,12836,Petrol,145,44.1,1.5,21340
 C Class,2019,Semi-Auto,15275,Petrol,145,45.6,1.5,24940
 C Class,2019,Automatic,5149,Petrol,145,44.1,1.5,21940
 C Class,2019,Automatic,37,Petrol,145,44.1,2,28940
 C Class,2019,Automatic,4600,Diesel,145,61.4,2,26940
 GLC Class,2019,Semi-Auto,9624,Diesel,145,41.5,2.1,31640
 C Class,2019,Semi-Auto,16684,Diesel,145,60.1,1.6,26440
 A Class,2015,Semi-Auto,40246,Diesel,20,68.9,1.5,12233
 E Class,2017,Semi-Auto,28471,Diesel,20,67.3,2,19940
 E Class,2017,Semi-Auto,17793,Diesel,20,72.4,2,20240
 C Class,2017,Semi-Auto,33022,Diesel,30,64.2,2.1,19240
 C Class,2019,Semi-Auto,7926,Diesel,145,57.7,2,30740
 C Class,2019,Semi-Auto,14751,Diesel,145,61.4,2,24640
 A Class,2018,Semi-Auto,12236,Petrol,150,53.3,1.3,21995
 C Class,2018,Semi-Auto,19870,Petrol,150,41.5,2,19995
 S Class,2016,Semi-Auto,46000,Diesel,160,50.4,3,28980
 GLE Class,2019,Semi-Auto,4050,Diesel,145,36.7,2,48480
 C Class,2018,Semi-Auto,11827,Diesel,145,60.1,2.1,22980
 C Class,2019,Semi-Auto,2857,Petrol,145,30.4,3,39000
 A Class,2020,Manual,9,Petrol,145,28.5,1.3,24780
 GLA Class,2020,Semi-Auto,1989,Petrol,145,44.8,1.6,22980
 C Class,2019,Semi-Auto,8763,Diesel,145,61.4,2,25440
 C Class,2019,Semi-Auto,13046,Diesel,145,61.4,2,23740
 CLS Class,2019,Semi-Auto,2619,Petrol,145,31.4,2,46995
 E Class,2020,Semi-Auto,197,Petrol,145,32.9,2,46402
 C Class,2020,Semi-Auto,250,Petrol,145,29.1,3,54000
 B Class,2016,Semi-Auto,30202,Diesel,20,68.9,2.1,14500
 C Class,2019,Semi-Auto,3131,Petrol,145,42.2,1.5,25080
